license_number,facility_name,legal_entity,address_line1,address_line2,additional_locations,city,state,zip,county,county_code,phone,setting_code,offers_detox,is_licensed,is_certified,license_expiration,license_expired,treatment_capacity,total_capacity,target_population_code,target_population,incidental_medical_services,adolescent_waiver,latitude,longitude
300045LP,"RESURGENCE CALIFORNIA, LLC","RESURGENCE CALIFORNIA, LLC",3151 AIRWAY AVENUE,SUITE K203,,COSTA MESA,CA,92626,Orange County,30,(855) 458-0050,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,33.678199,-117.872941
300059AP,LAGUNA SHORES BEHAVIORAL HEALTH LLC,LAGUNA SHORES BEHAVIORAL HEALTH LLC,24662 EL CAMINO CAPISTRANO,,,DANA POINT,CA,92629,Orange County,30,(949) 312-2070,RES,true,true,false,2028-09-30,false,6,6,1.1,CO-ED,true,false,33.463437,-117.699252
300061BP,LEAD RECOVERY CENTER,"LEAD RECOVERY TRANSITIONAL LIVING CENTER, LLC",192 SOUTH CRAIG DRIVE,,,ORANGE,CA,92869,Orange County,30,(714) 421-3113,RES,true,true,false,2028-06-30,false,6,6,1.1,CO-ED,true,false,33.786018,-117.822235
300065CP,BREAKAWAY HEALTH CORPORATION,BREAKAWAY HEALTH CORPORATION,3151 AIRWAY AVE,SUITE D-1/D-2,,COSTA MESA,CA,92626,Orange County,30,(714) 957-8229,NON,false,false,true,2028-09-30,false,0,0,1.1,CO-ED,false,false,33.678199,-117.872941
300067AP,THE RECOVERY CENTER,"NANCY CLARK AND ASSOCIATES, INC.",1110 VICTORIA STREET,,,COSTA MESA,CA,92627,Orange County,30,(949) 646-2340,RES,false,true,false,2027-02-28,false,38,41,1.1,CO-ED,false,false,33.652333,-117.945489
300072AP,"BEACHVIEW TREATMENT, LLC","BEACHVIEW TREATMENT, LLC",8161 DEAUVILLE DRIVE,,,HUNTINGTON BEACH,CA,92646,Orange County,30,(714) 232-0649,RES,true,true,false,2026-08-31,false,6,6,1.1,CO-ED,true,false,33.685624,-117.985393
300072CP,"BEACHVIEW TREATMENT, LLC","BEACHVIEW TREATMENT, LLC",19126 MAGNOLIA STREET,SUITE 201,,HUNTINGTON BEACH,CA,92648-4519,Orange County,30,(714) 232-0649,NON,true,false,true,2027-12-31,false,0,0,1.1,CO-ED,false,false,33.685289,-117.971343
300074BP,COVENANT HILLS TREATMENT CENTERS,"PACIFIC HILLS TREATMENT CENTERS, INC.",217 AVENIDA MONTEREY,,219 AVENIDA MONTEREY,SAN CLEMENTE,CA,92672,Orange County,30,(949) 369-2915,RES,true,true,false,2027-08-31,false,28,28,1.1,CO-ED,true,false,33.423518,-117.61233
300074CP,COVENANT HILLS - A PACIFIC HILLS TREATMENT CENTER,"PACIFIC HILLS TREATMENT CENTERS, INC.",34248 VIA SANTA ROSA,"APARTMENTS A, B, AND C",,CAPISTRANO BEACH,CA,92624,Orange County,30,(949) 489-8121,RES,false,true,false,2026-11-30,false,14,14,1.3,WOMEN ONLY,true,false,33.46518,-117.673935
300074DP,COVENANT HILLS TREATMENT CENTERS,"PACIFIC HILLS TREATMENT CENTERS, INC.",27184 ORTEGA HIGHWAY,SUITE 206,,SAN JUAN CAPISTRANO,CA,92675,Orange County,30,(949) 248-5335,NON,false,false,true,2027-10-31,false,0,0,1.1,CO-ED,false,false,33.503313,-117.655516
300078AP,T.R.U.S.T. SOCAL,"JDS CONSULTING, INC.",1651 E 4TH STREET,SUITE 120,,SANTA ANA,CA,92701,Orange County,30,(657) 231-6200,NON,false,false,true,2028-08-31,false,0,0,1.1,CO-ED,false,false,33.748146,-117.845401
300088MP,"SPENCER RECOVERY CENTERS, INC.","SPENCER RECOVERY CENTERS, INC.",1316 S. COAST HWY,,,LAGUNA BEACH,CA,92651,Orange County,30,(800) 281-8132,RES,true,true,true,2026-12-31,false,28,28,1.1,CO-ED,true,false,33.532289,-117.775564
300088NP,"SPENCER RECOVERY CENTERS, INC.","SPENCER RECOVERY CENTERS, INC.",665 CAMINO DEL LOS MARES,SUITE 105,,SAN CLEMENTE,CA,92673,Orange County,30,(800) 334-0394,NON,false,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,33.457336,-117.648292
300101AP,HB TREATMENT CENTER,HB TREATMENT CENTER,6272 FARINELLA DRIVE,,,HUNTINGTON BEACH,CA,92647,Orange County,30,(714) 317-7054,RES,true,true,false,2026-09-30,false,6,6,1.1,CO-ED,true,false,33.718689,-118.019238
300105IP,"CHAPMAN HOUSE, INC.","CHAPMAN HOUSE, INC.",14511 CARFAX DRIVE,,14512 CARFAX DRIVE,TUSTIN,CA,92780,Orange County,30,(714) 665-8206,RES,true,true,true,2027-10-31,false,44,44,1.1,CO-ED,true,false,33.730213,-117.825101
300105JP,"CHAPMAN HOUSE, INC.","CHAPMAN HOUSE, INC.",1412 E. CHAPMAN AVENUE,,,ORANGE,CA,92866,Orange County,30,(714) 288-6104,NON,false,false,true,2028-01-31,false,0,0,1.1,CO-ED,false,false,33.787809,-117.838758
300106CP,CLARVIDA,COLLEGE COMMUNITY SERVICES,2001 E. 4TH STREET,SUITE 116,,SANTA ANA,CA,92705,Orange County,30,(714) 824-8150,NON,false,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,33.748253,-117.838539
300106EN,CLARVIDA,COLLEGE COMMUNITY SERVICES,13950 MILTON AVENUE,SUITE 306,,WESTMINSTER,CA,92683,Orange County,30,(714) 793-1290,NON,false,false,true,2028-05-31,false,0,0,1.1,CO-ED,false,false,33.759861,-118.019783
300115AP,ANAHEIM COMPREHENSIVE TREATMENT CENTER,"CALIFORNIA TREATMENT SERVICES, LLC",1420 N STATE BOULEVARD,,,ANAHEIM,CA,92806,Orange County,30,(714) 542-3581,NON,true,false,true,2027-03-31,false,0,0,1.1,CO-ED,false,false,33.77328,-117.682656
300118BP,"ABLE TO CHANGE RECOVERY, INC.","ABLE TO CHANGE RECOVERY, INC.",31501 RANCHO VIEJO ROAD,SUITE 101 AND 103,,SAN JUAN CAPISTRANO,CA,92675,Orange County,30,(949) 493-6800,NON,false,false,true,2027-01-31,false,0,0,1.1,CO-ED,false,false,33.505202,-117.656149
300120BN,NEW BEGINNING FELLOWSHIP CENTER,THE NEW BEGINNING FELLOWSHIP CENTER,16581 BROOKHURST STREET,,,FOUNTAIN VALLEY,CA,92708,Orange County,30,(714) 839-2515,NON,false,false,true,2027-03-31,false,0,0,1.1,CO-ED,false,false,33.722407,-117.954669
300121AN,"YELLOWSTONE, WROC","YELLOWSTONE WOMEN'S FIRST STEP HOUSE, INC.",3132 BOSTON WAY,,,COSTA MESA,CA,92626,Orange County,30,(888) 418-4188,RES,false,true,false,2027-03-31,false,13,15,1.2,MEN ONLY,false,false,33.686079,-117.907045
300121BN,YELLOWSTONE (WOMEN'S RECOVERY OF CALIFORNIA),"YELLOWSTONE WOMEN'S FIRST STEP HOUSE, INC.",154 EAST BAY STREET,,160 EAST BAY STREET,COSTA MESA,CA,92627-2147,Orange County,30,(888) 418-4188,RES,true,true,true,2027-05-31,false,12,14,1.1,CO-ED,false,false,33.646212,-117.910469
300121FN,THE YELLOWSTONE BRIDGE,"YELLOWSTONE WOMEN'S FIRST STEP HOUSE, INC.",2028 FULLERTON AVENUE,"UNIT A, B & C",,COSTA MESA,CA,92627,Orange County,30,(888) 418-4188,RES,true,true,false,2027-08-31,false,16,20,1.1,CO-ED,false,false,33.645828,-117.911121
300121KN,THE CENTER,"YELLOWSTONE WOMEN'S FIRST STEP HOUSE, INC.",4001 WESTERLY PLACE,SUITE 110,,NEWPORT BEACH,CA,92660,Orange County,30,(888) 418-4188,NON,false,false,true,2027-06-30,false,0,0,1.1,CO-ED,false,false,33.66351,-117.868317
300128AP,TWIN TOWN TREATMENT CENTERS - LOS ALAMITOS,TWIN TOWN CORPORATION,4281 KATELLA AVENUE,SUITE 117,,LOS ALAMITOS,CA,90720,Orange County,30,(562) 569-0050,NON,false,false,true,2027-02-28,false,0,0,1.1,CO-ED,false,false,33.803172,-118.058342
300128CP,"TWIN TOWN TREATMENT CENTERS, ORANGE",TWIN TOWN CORPORATION,705 WEST LA VETA AVENUE,SUITE 208,,ORANGE,CA,92868,Orange County,30,(562) 596-0050,NON,false,false,true,2027-06-30,false,0,0,1.1,CO-ED,false,false,33.780643,-117.859867
300128DP,"TWIN TOWN TREATMENT CENTERS, LAGUNA HILLS",TWIN TOWN CORPORATION,24953 PASEO DE VALENCIA,SUITE B5,,LAGUNA HILLS,CA,92653,Orange County,30,(949) 540-0170,NON,false,false,true,2027-06-30,false,0,0,1.1,CO-ED,false,false,33.600408,-117.701962
300134AP,VITA NOVA AT NEWPORT BAY,"AME HEALTHCARE GROUP, LLC",2301 IRVINE AVENUE,,,NEWPORT BEACH,CA,92660,Orange County,30,(949) 791-8319,RES,true,true,true,2027-02-28,false,6,6,1.1,CO-ED,true,false,33.647985,-117.892468
300134BP,VITA NOVA AT NEWPORT BAY,"AME HEALTHCARE GROUP, LLC",8252 DANCY CIRCLE,,,HUNTINGTON BEACH,CA,92626,Orange County,30,(949) 943-5280,RES,true,true,false,2027-03-31,false,6,6,1.1,CO-ED,true,false,33.696502,-117.984332
300143EP,"SOLUTIONS FOR RECOVERY, INC.","SOLUTIONS FOR RECOVERY, INC.",31931 PASEO TERRAZA,,,SAN JUAN CAPISTRANO,CA,92675,Orange County,30,(888) 530-3512,RES,true,true,false,2026-09-30,false,12,14,1.1,CO-ED,true,false,33.499161,-117.67178
300144AP,SOLUTIONS BY THE SEA,OCEAN RECOVERY LLC,1601 WEST BALBOA BOULEVARD,,,NEWPORT BEACH,CA,92663,Orange County,30,(949) 723-2388,RES,true,true,false,2026-12-31,false,14,14,1.1,CO-ED,true,false,33.607183,-117.922291
300144BP,OCEAN RECOVERY 1115,OCEAN RECOVERY LLC,1115 WEST BALBOA BOULEVARD,,,NEWPORT BEACH,CA,92661,Orange County,30,(949) 675-3764,RES,true,true,false,2026-12-31,false,22,22,1.1,CO-ED,false,false,33.60583,-117.915397
300144FP,"OCEAN RECOVERY, LLC",OCEAN RECOVERY LLC,1901 NEWPORT BOULEVARD,SUITE 210,,"COSTA MESA,",CA,92627,Orange County,30,(949) 524-1039,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,33.643621,-117.91645
300149AP,"HOPE BY THE SEA, INC.","HOPE BY THE SEA, INC.",28371 VIA ANZAR,,"27931 ORTEGA HIGHWAY, 28330 PASEO MICHELLE, 27675 HIDDEN TRAILS ROAD, LAGUN",SAN JUAN CAPISTRANO,CA,92675,Orange County,30,(949) 218-2690,RES,true,true,false,2027-08-31,false,24,24,1.1,CO-ED,true,false,33.51351,-117.635648
300149BP,"HOPE BY THE SEA, INC.","HOPE BY THE SEA, INC.",33171 PASEO CERVEZA,,,SAN JUAN CAPISTRANO,CA,92675,Orange County,30,(949) 218-2690,NON,false,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,33.480814,-117.672515
300154RP,THE HARBOR,"SAFE HARBOR TREATMENT CENTER FOR WOMEN, INC.",23482 DORIELLE COURT,,,LAGUNA NIGUEL,CA,92677,Orange County,30,(949) 645-1026,RES,true,true,true,2027-06-30,false,6,6,1.1,CO-ED,true,false,33.541959,-117.719817
300154SP,SAFE HARBOR TREATMENT CENTER,"SAFE HARBOR TREATMENT CENTER FOR WOMEN, INC.",24631 CATALONIA CIRCLE,,,MISSION VIEJO,CA,92677,Orange County,30,(714) 914-5388,RES,true,true,true,2027-06-30,false,6,6,1.1,CO-ED,true,false,33.605223,-117.663391
300161AP,SILVER LINING RECOVERY,BRIGHTSIDE BEHAVIORAL HEALTH LLC,16168 BEACH BOULEVARD,SUITE 100,,HUNTINGTON BEACH,CA,92647,Orange County,30,(949) 307-9212,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,33.728279,-117.989121
300162AP,"WEL-MOR PSYCHOLOGY GROUP, INC.","WEL-MOR PSYCHOLOGY GROUP, INC.",4019 WESTERLY PLACE,SUITE 102,,NEWPORT BEACH,Ca,92660,Orange County,30,(714) 884-4347,NON,false,false,true,2028-10-31,false,0,0,1.1,CO-ED,false,false,33.663609,-117.868218
300162EP,"WEL-MOR PSYCHOLOGY GROUP, INC.","WEL-MOR PSYCHOLOGY GROUP, INC.",415 NORTH STATE COLLEGE BOULEVARD,,,ANAHEIM,CA,92806,Orange County,30,(714) 540-9070,NON,false,false,true,2028-06-30,false,0,0,1.1,CO-ED,false,false,33.84465,-117.889297
300173DP,CAPO BY THE SEA,"CAPO BY THE SEA, INC.",647 CAMINO DE LOS MARES,SUITE 201,,SAN CLEMENTE,CA,92673,Orange County,30,(949) 244-8747,NON,false,false,true,2028-06-30,false,0,0,1.1,CO-ED,false,false,33.458019,-117.650137
300173EP,CAPO BY THE SEA,"CAPO BY THE SEA, INC.",26682 AVENIDA LAS PALMAS,,"27271 CORTE MANTECITO, SAN JUAN CAPISTRANO, CA 92675",CAPISTRANO BEACH,CA,92624,Orange County,30,(844) 505-4471,RES,true,true,true,2028-05-31,false,12,12,1.1,CO-ED,true,false,33.459404,-117.664383
300188GP,ANAHEIM LIGHTHOUSE,"HEALTHCARE SERVICES, INC.",1243 W. PEARL STREET,,"1243 1/2, 1253, 1300, 1310, 1320, 1330, 1340 W. PEARL STREET",ANAHEIM,CA,92801,Orange County,30,(714) 780-1174,RES,true,true,true,2028-07-31,false,111,111,1.1,CO-ED,true,false,33.834512,-117.931008
300208KP,"OCEAN HILLS RECOVERY, LLC","OCEAN HILLS RECOVERY, LLC",33701 BIG SUR ST.,,"33402 PALO ALTO ST., 34062 STREET OF THE AMBER LANTERN, 33242 CHRISTINA DR., & 34469 CAMINO EL MOLINO 92677",DANA POINT,CA,92629,Orange County,30,(949) 429-6067,RES,true,true,true,2028-07-31,false,30,30,1.1,CO-ED,true,false,33.473206,-117.689012
300225BN,VERA'S SANCTUARY,"THE TEEN PROJECT, INC.",20301 FLANAGAN RD.,,"20331, 20342, 20371 FLANAGAN RD.",TRABUCO CANYON,CA,92679,Orange County,30,(949) 283-1260,RES,true,true,false,2027-05-31,false,24,32,1.4,WOMEN/CHILDREN,false,false,33.667533,-117.584316
300225EN,"THE TEEN PROJECT, INC.","THE TEEN PROJECT, INC.",30252 TOMAS,SUITE 100,,RANCHO SANTA MARGARITA,CA,92688,Orange County,30,(949) 283-1260,NON,false,false,true,2028-03-31,false,0,0,1.1,CO-ED,false,false,33.636218,-117.603281
300233AP,NEWPORT ACADEMY,"MONROE OPERATIONS, LLC",811 N. RANCH WOOD TRAIL,,,ORANGE,CA,92869,Orange County,30,(714) 393-3523,DSS,true,false,true,2027-11-30,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,33.801926,-117.776688
300233BP,NEWPORT ACADEMY,"MONROE OPERATIONS, LLC",1655 N. HUNTERS WAY,,,ORANGE,CA,92869,Orange County,30,(714) 393-3523,DSS,true,false,true,2027-11-30,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,33.815867,-117.772958
300233DP,NEWPORT ACADEMY INTENSIVE OUTPATIENT & DAY TREATMENT PROGRAM,"MONROE OPERATIONS, LLC",3189 PULLMAN STREET,,,COSTA MESA,CA,92626,Orange County,30,(877) 845-8918,NON,false,false,true,2028-03-31,false,0,0,1.1,CO-ED,false,false,33.685431,-117.870777
300233GP,NEWPORT ACADEMY,"MONROE OPERATIONS, LLC",20115 HILLSIDE DRIVE,,,ORANGE,CA,92869,Orange County,30,(949) 222-0366,DSS,false,false,true,2026-11-30,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,33.808467,-117.78088
300233HP,NEWPORT ACADEMY,"MONROE OPERATIONS, LLC",760 N. RODEO CIRCLE,,,ORANGE,CA,92869,Orange County,30,(949) 222-0366,DSS,false,false,true,2026-11-30,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,33.800618,-117.781434
300233IP,NEWPORT ACADEMY,"MONROE OPERATIONS, LLC",20371 ACRE PLACE,,,ORANGE,CA,92869,Orange County,30,(714) 222-8970,DSS,false,false,true,2026-09-30,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,33.80874,-117.775875
300233JP,NEWPORT ACADEMY,"MONROE OPERATIONS, LLC",7141 E. TANGLEWOOD TRAIL,,,ORANGE,CA,92869,Orange County,30,(714) 822-4696,DSS,true,false,true,2027-05-31,false,0,0,1.10,CO-ED/YOUTH,false,false,33.800756,-117.777648
300233LP,NEWPORT ACADEMY,"MONROE OPERATIONS, LLC",20085 ROGERS DRIVE,,,ORANGE,CA,92869,Orange County,30,(949) 345-6401,DSS,false,false,true,2028-05-31,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,33.803932,-117.781082
300233NP,NEWPORT ACADEMY,"MONROE OPERATIONS, LLC",20202 HILLSIDE DRIVE,,,ORANGE,CA,92869,Orange County,30,(949) 400-9246,DSS,false,false,true,2028-05-31,false,0,0,1.5,YOUTH/ADOLESCENT,false,false,33.80692,-117.779951
300233PP,NEWPORT ACADEMY,"MONROE OPERATIONS, LLC",10811 S MORADA DRIVE,,,ORANGE,CA,92869,Orange County,30,(855) 400-9246,DSS,true,false,true,2027-12-31,false,0,0,1.8,DUAL DIAGNOSIS,false,false,33.805337,-117.784949
300233QP,NEWPORT ACADEMY,"MONROE OPERATIONS, LLC",7004 E SUNDANCE CIRCLE,,,ORANGE,CA,92869,Orange County,30,(855) 400-9246,DSS,true,false,true,2027-12-31,false,0,0,1.8,DUAL DIAGNOSIS,false,false,33.798839,-117.778938
300239BP,CHAPTERS CAPISTRANO,"CHAPTERS CAPISTRANO, LLC",222 AVENIDA LA CUESTA,,"1525 BUENA VISTA UNITS, A, B AND C",SAN CLEMENTE,CA,92672,Orange County,30,(949) 218-7090,RES,true,true,true,2026-09-30,false,6,6,1.1,CO-ED,true,false,33.433816,-117.613242
300242AP,449 RECOVERY,"FOUR FORTY-NINE, INC.",26010 ACERO,SUITE 100,,MISSION VIEJO,CA,92691,Orange County,30,(855) 444-4490,NON,false,false,true,2028-06-30,false,0,0,1.1,CO-ED,false,false,33.617717,-117.677067
300244CP,"PACE RECOVERY CENTER, LLC","PACE RECOVERY CENTER, LLC",20051 SW BIRCH STREET,,,NEWPORT BEACH,CA,92660,Orange County,30,(800) 526-1851,NON,false,false,true,2027-02-28,false,0,0,1.2,MEN ONLY,false,false,33.660096,-117.874419
300244EP,"PACE RECOVERY CENTER, LLC","PACE RECOVERY CENTER, LLC",526 16TH STREET,,"528 16TH STREET, 209 22ND STREET, AND 414 11TH STREET",HUNTINGTON BEACH,CA,92648,Orange County,30,(714) 369-2387,RES,true,true,true,2028-01-31,false,24,24,1.2,MEN ONLY,true,false,33.66832,-118.007333
300249AP,NEW START DETOX,"LIBERTY HOUSING SERVICES, INC.",906 DORMAN STREET,,,SANTA ANA,CA,92701,Orange County,30,(714) 492-4937,RES,true,true,false,2026-12-31,false,6,6,1.1,CO-ED,true,false,33.758481,-117.857545
300249EP,BLUE COAST BEHAVIORAL HEALTH,"LIBERTY HOUSING SERVICES, INC.",4029 WESTERLY PLACE,SUITE 101,,NEWPORT BEACH,CA,92660,Orange County,30,(714) 492-4937,NON,false,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,33.664034,-117.867793
300252EP,"GET REAL RECOVERY, INC.","GET REAL RECOVERY, INC.",23412 MOULTON PARKWAY,"SUITE 200, 240 & 241",,LAGUNA HILLS,CA,92653,Orange County,30,(951) 834-8809,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,33.622363,-117.731084
300253CP,TREE HOUSE RECOVERY,"ARROWOOD CAPITAL, INC.",1640 SUPERIOR AVE,,,COSTA MESA,CA,92627,Orange County,30,(855) 202-2138,NON,false,false,true,2027-06-30,false,0,0,1.2,MEN ONLY,false,false,33.634187,-117.925478
300257BP,DREAM RECOVERY,DREAM RECOVERY LLC,3188 AIRWAY AVE,BLDG J,,COSTA MESA,CA,92626,Orange County,30,(714) 617-4983,NON,false,false,true,2027-09-30,false,0,0,1.1,CO-ED,false,false,33.683259,-117.868633
300262AP,THE RUNWAY,ARTEMIS HILL RECOVERY INC.,1245 W CHESTNUT AVENUE,,1245 1/2 W CHESTNUT AVENUE AND 810 & 810 1/2 S ROSS STREET,SANTA ANA,CA,92703,Orange County,30,(562) 338-5444,RES,true,true,true,2027-10-31,false,12,12,1.1,CO-ED,true,false,33.742705,-117.884758
300264AP,"FRAMEWORK RECOVERY, INC.","FRAMEWORK RECOVERY, INC.",15061 SPRINGDALE STREET,SUITE 112,,HUNTINGTON BEACH,CA,92649,Orange County,30,(619) 445-9505,NON,false,false,true,2027-07-31,false,0,0,1.2,MEN ONLY,false,false,33.743817,-118.024431
300267DP,SURF CITY RECOVERY,SURF CITY RECOVERY,6002 DOYLE DRIVE,,,HUNTINGTON BEACH,CA,92647,Orange County,30,(714) 841-3863,RES,true,true,true,2026-11-30,false,6,6,1.1,CO-ED,true,false,33.718685,-118.02373
300267EP,SURF CITY RECOVERY,SURF CITY RECOVERY,18090 BEACH BLVD.,SUITE #5,,HUNTINGTON BEACH,CA,92648,Orange County,30,(949) 209-7765,NON,true,false,true,2028-07-31,false,0,0,,,false,false,33.699719,-117.988981
300268BP,CASA RECOVERY,"CASA RECOVERY, INC.",31877 DEL OBISPO STREET,SUITE 104,,SAN JUAN CAPISTRANO,CA,92675,Orange County,30,(888) 928-2272,NON,false,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,33.498142,-117.66125
300269BP,COSTA MESA DETOX,DIVINE BLISS,1219 PARNELL PLACE,,,COSTA MESA,CA,92626,Orange County,30,(714) 884-3614,RES,true,true,true,2027-09-30,false,6,6,1.1,CO-ED,true,false,33.683378,-117.908716
300269CP,COSTA MESA DETOX,DIVINE BLISS,17974 LOS PESOS CIR,,,FOUNTAIN VALLEY,CA,92708,Orange County,30,(714) 881-8931,RES,true,true,true,2028-05-31,false,6,6,1.1,CO-ED,true,false,33.702183,-117.93963
300270AP,"HOTEL CALIFORNIA BY THE SEA, LLC","HOTEL CALIFORNIA BY THE SEA, LLC",4504 SEASHORE DRIVE,,,NEWPORT BEACH,CA,92663,Orange County,30,(949) 203-5654,RES,false,true,true,2028-01-31,false,6,6,1.1,CO-ED,false,false,33.620555,-117.939617
300270GP,HOTEL CALIFORNIA BY THE SEA,"HOTEL CALIFORNIA BY THE SEA, LLC",19371 WORCHESTER LANE,,,HUNTINGTON BEACH,CA,92646,Orange County,30,(657) 329-1202,RES,false,true,false,2027-05-31,false,6,6,1.1,CO-ED,false,false,33.68101,-117.986591
300270IP,HOTEL CALIFORNIA BY THE SEA,"HOTEL CALIFORNIA BY THE SEA, LLC",19671 DITMAR LANE,,,HUNTINGTON BEACH,CA,92646,Orange County,30,(657) 339-3013,RES,true,true,false,2027-05-31,false,6,6,1.1,CO-ED,true,false,33.67701,-117.981457
300270JP,HOTEL CALIFORNIA BY THE SEA,"HOTEL CALIFORNIA BY THE SEA, LLC",18801 FLAGSTAFF LANE,,,HUNTINGTON BEACH,CA,92646,Orange County,30,(657) 329-0392,RES,true,true,false,2027-08-31,false,6,6,1.1,CO-ED,true,false,33.689676,-117.981836
300270KP,HOTEL CALIFORNIA BY THE SEA HUNTINGTON BEACH,"HOTEL CALIFORNIA BY THE SEA, LLC",19240 BEACH BOULEVARD,,,HUNTINGTON BEACH,CA,92648,Orange County,30,(949) 242-0321,NON,false,false,true,2027-06-30,false,0,0,1.1,CO-ED,false,false,33.682483,-117.988568
300279BP,DMS OPTIONS,"DMS SERVICES, INC.",601 S. HARBOR BLVD,,,ANAHEIM,CA,92805,Orange County,30,(714) 908-0028,NON,false,false,true,2028-01-31,false,0,0,1.1,CO-ED,false,false,33.827449,-117.917435
300280FP,GRATITUDE LODGE LLC,GRATITUDE LODGE LLC,20132 REDLANDS DR,,,NEWPORT BEACH,CA,92660,Orange County,30,(704) 408-1660,RES,true,true,false,2027-04-30,false,6,6,1.1,CO-ED,true,false,33.663771,-117.882123
300280GP,GRATITUDE LODGE LLC,GRATITUDE LODGE LLC,1661 ORCHARD DR.,,,NEWPORT BEACH,CA,92660,Orange County,30,(704) 408-1660,RES,true,true,false,2027-05-31,false,6,6,1.1,CO-ED,true,false,33.662169,-117.88252
300283AP,"THE ALAMO LIVINGOOD CENTER, INC","THE ALAMO LIVINGOOD CENTER, INC",3151 AIRWAY AVENUE,SUITE J-2,,COSTA MESA,CA,92626,Orange County,30,(949) 355-3961,NON,false,false,true,2028-03-31,false,0,0,1.1,CO-ED,false,false,33.678199,-117.872941
300285AP,NEW LEAF DETOX AND TREATMENT,NEW LEAF DETOX AND TREATMENT,33 MALLORCA,,61 AND 63 MALLORCA,LAGUNA NIGUEL,CA,92677,Orange County,30,(312) 315-3315,RES,true,true,false,2028-03-31,false,18,18,1.1,CO-ED,false,false,33.509191,-117.686747
300290BP,SOCAL DETOX LLC,SOCAL DETOX LLC,31957 VIRGINIA WAY,,31959 VIRGINIA WAY,LAGUNA BEACH,CA,92651,Orange County,30,(949) 218-8783,RES,true,true,true,2027-06-30,false,12,12,1.1,CO-ED,true,false,33.49883,-117.739875
300291AN,SPENCER RECOVERY CENTERS,COAST TO COAST CHARITABLE CORPORATION,1337 GAVIOTA DRIVE,,,LAGUNA BEACH,CA,92651,Orange County,30,(949) 376-3705,RES,true,true,true,2026-08-31,false,6,6,1.1,CO-ED,false,false,33.531925,-117.775791
300297BP,AKUA MIND & BODY,"AKUA BEHAVIORAL HEALTH, INC.",20271 SW BIRCH STREET,SUITE 202,,NEWPORT BEACH,CA,92660,Orange County,30,(949) 777-2283,NON,false,false,true,2027-03-31,false,0,0,1.1,CO-ED,false,false,33.657393,-117.877125
300297CP,AKUA MIND & BODY,"AKUA BEHAVIORAL HEALTH, INC.",369 RALCAM PLACE,,,COSTA MESA,CA,92627,Orange County,30,(949) 777-2283,RES,true,true,true,2027-10-31,false,6,6,1.1,CO-ED,false,false,33.651629,-117.914998
300302AP,"GRANT ME THE COURAGE RECOVERY, LLC","GRANT ME THE COURAGE RECOVERY, LLC",3350 E. BIRCH STREET,SUITE 101,,BREA,CA,92821,Orange County,30,(714) 296-0084,NON,false,false,true,2027-02-28,false,0,0,1.1,CO-ED,false,false,33.918321,-117.849094
300305DP,SOBER PARTNERS WATERFRONT RECOVERY CENTER,PARTNERS PROJECT INC.,1001 W 17TH ST,SUITE A,,COSTA MESA,CA,92627,Orange County,30,(855) 977-2786,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,33.636019,-117.94106
300305EP,SOBER PARTNERS REEF HOUSE,PARTNERS PROJECT INC.,231 ALABAMA ST,,"233, 235 ALABAMA ST",HUNTINGTON BEACH,CA,92648,Orange County,30,(714) 536-1377,RES,true,true,false,2027-01-31,false,18,18,1.1,CO-ED,true,false,33.659594,-117.99658
300311BP,MONARCH SHORES,SUNSHINE BEHAVIORAL HEALTH LLC,35072 CAMINO CAPISTRANO,,34575 CAMINO CAPISTRANO,DANA POINT,CA,92629,Orange County,30,(949) 750-2014,RES,true,true,false,2027-05-31,false,12,12,1.1,CO-ED,true,false,33.453454,-117.661862
300313MP,SOUTH COAST BEHAVIORAL HEALTH,SOUTH COAST BEHAVIORAL HEALTH,3129 PIERCE AVE,,3125 PIERCE AVE,COSTA MESA,CA,92660,Orange County,30,(888) 507-2649,RES,true,true,false,2027-01-31,false,12,12,1.1,CO-ED,true,false,33.685978,-117.902587
300315CP,BEACHSIDE RECOVERY LLC,BEACHSIDE RECOVERY LLC,10231 BRIER LANE,,,NORTH TUSTIN,CA,92705-1518,Orange County,30,(888) 387-5576,RES,true,true,false,2027-10-31,false,10,10,1.13,CO-ED/CHILD/DUAL,true,false,33.776367,-117.775885
